BookID,Book Name,Author,Publishing Year,Genre,Book Average Rating,Book Rating Count,Publisher 
241,White Noise,Don DeLillo,1985,Literary Fiction,3.86,55678,"Amazon Digital Services,  Inc."
242,Corduroy,Don Freeman,1948,Children's Literature,4.28,160860,Simon and Schuster Digital Sales Inc
243,90 Minutes in Heaven,"Don Piper, Cecil Murphey",2004,Biography/Autobiography/Memoir,3.91,67937,"Amazon Digital Services,  Inc."
244,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,2003,Essays/Journalism,3.92,82090,"Amazon Digital Services,  Inc."
245,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",2005,Biography/Autobiography/Memoir,4.3,102923,"Amazon Digital Services,  Inc."
246,The Restaurant at the End of the Universe,Douglas Adams,1980,Science Fiction,4.22,153838,Penguin Group (USA) LLC
247,"Life, the Universe and Everything",Douglas Adams,1982,Science Fiction,4.19,131562,Hachette Book Group
248,"So Long, and Thanks for All the Fish",Douglas Adams,1984,Science Fiction,4.08,93774,HarperCollins Publishers
249,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987,Science Fiction,3.97,89569,"Amazon Digital Services,  Inc."
250,Mostly Harmless,Douglas Adams,1992,Science Fiction,3.96,72426,Simon and Schuster Digital Sales Inc
251,Relic,"Douglas Preston, Lincoln Child",1995,Thriller,4.01,68011,Hachette Book Group
252,Horton Hears a Who!,Dr. Seuss,1954,Chidren's Literature,4.16,80883,"Amazon Digital Services,  Inc."
253,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,1960,Children's Literature,4.12,117582,Simon and Schuster Digital Sales Inc
254,Stuart Little,"E.B. White, Garth Williams",1945,Chidren's Literature,3.88,89033,"Amazon Digital Services,  Inc."
255,The Story of Art,E.H. Gombrich,1950,Self-Help & Instruction,3.83,164708,Hachette Book Group
256,Fifty Shades Freed,E.L. James,2012,Romance,4.13,76876,"Amazon Digital Services,  Inc."
257,Grey,E.L. James,2015,Romance,3.76,75320,Hachette Book Group
258,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,1967,Children's Literature,4.15,134537,"Amazon Digital Services,  Inc."
259,A Room with a View,E.M. Forster,1908,Literary Fiction,3.91,109994,"Amazon Digital Services,  Inc."
260,The Power of Now,Eckhart Tolle,1997,Self-Help and Instruction,4.1,104549,Penguin Group (USA) LLC
261,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,2005,Self-Help and Instruction,4.02,106211,"Amazon Digital Services,  Inc."
262,Ethan Frome,Edith Wharton,1911,Literary Fiction,3.35,72421,HarperCollins Publishers
263,The Age of Innocence,"Edith Wharton, Maureen Howard",1920,Classics,3.93,102646,"Amazon Digital Services,  Inc."
264,The House of Mirth,"Edith Wharton, Nina Bawden",1905,Literary Fiction,3.94,60611,"Amazon Digital Services,  Inc."
265,"One Piece, Volume 01","Eiichiro Oda, Andy Nakatani",1997,Action,4.42,67047,"Amazon Digital Services,  Inc."
266,L'amica geniale,"Elena Ferrante, Ann Goldstein",2011,Literary Fiction,3.88,64637,Random House LLC
267,The Forty Rules of Love,Elif Shafak,2010,Romance,4.17,35283,"Amazon Digital Services,  Inc."
268,North and South,"Elizabeth Gaskell, Alan Shelston",1854,Classics,4.13,95274,"Amazon Digital Services,  Inc."
269,The Witch of Blackbird Pond,Elizabeth George Speare,1958,Historical Fiction,3.97,105770,Penguin Group (USA) LLC
270,The Signature of All Things,Elizabeth Gilbert,2012,Historical Fiction,3.81,61135,"Amazon Digital Services,  Inc."
271,Olive Kitteridge,Elizabeth Strout,2008,Literary Fiction,3.78,85019,"Amazon Digital Services,  Inc."
272,Seriously...I'm Kidding,Ellen DeGeneres,2011,Biography/Autobiography/Memoir,3.72,74358,Hachette Book Group
273,"Crank (Crank, #1)",Ellen Hopkins,2004,Young Adult,4.16,104168,"Amazon Digital Services,  Inc."
274,The Westing Game,Ellen Raskin,1978,Young Adult,4.03,117108,"Amazon Digital Services,  Inc."
275,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",1890,Essays/Journalism,4.21,60278,"Amazon Digital Services,  Inc."
276,Baby Proof,Emily Giffin,2006,Romance,3.71,124371,Macmillan
277,Love the One You're With,Emily Giffin,2008,Romance,3.7,124812,Simon and Schuster Digital Sales Inc
278,Heart of the Matter,Emily Giffin,2010,Literary Fiction,3.73,83461,Simon and Schuster Digital Sales Inc
279,Where We Belong,Emily Giffin,2012,Romance,3.86,68224,"Amazon Digital Services,  Inc."
280,The Hunger Games Tribute Guide,Emily Seife,2012,Young Adult,4.4,67264,"Amazon Digital Services,  Inc."
281,The Girls,Emma Cline,2016,Thriller,3.49,76761,Random House LLC
282,The Scarlet Pimpernel,Emmuska Orczy,1905,Adventure,4.06,93217,Hachette Book Group
283,The Arctic Incident,Eoin Colfer,2002,Fantasy,3.94,108031,"Amazon Digital Services,  Inc."
284,The Eternity Code,Eoin Colfer,2003,Science Fiction,4.04,94437,"Amazon Digital Services,  Inc."
285,The Opal Deception,Eoin Colfer,2005,Fantasy,4.04,95638,"Amazon Digital Services,  Inc."
286,The Lost Colony,Eoin Colfer,2006,Young Adult,4.01,103844,"Amazon Digital Services,  Inc."
287,The Snow Child,Eowyn Ivey,2012,Fantasy,3.95,72328,"Amazon Digital Services,  Inc."
288,The Lean Startup,Eric Ries,2011,Self-Help and Instruction,4.04,86284,"Amazon Digital Services,  Inc."
289,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,2011,Historical Fiction,3.81,110481,"Amazon Digital Services,  Inc."
290,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,2015,Historical Fiction,4.07,61439,Penguin Group (USA) LLC
291,A Moveable Feast,Ernest Hemingway,1964,Biography/Autobiography/Memoir,4.04,69992,Penguin Group (USA) LLC
292,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,1938,Young Adult,4.12,72504,"Amazon Digital Services,  Inc."
293,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,1945,Literary Fiction,3.99,69087,"Amazon Digital Services,  Inc."
294,The Snowy Day,Ezra Jack Keats,1962,Children's Literature,4.13,81914,"Amazon Digital Services,  Inc."
295,Tender Is the Night,F. Scott Fitzgerald,1933,Literary Fiction,3.83,79008,"Amazon Digital Services,  Inc."
296,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gross",1989,Fantasy,4.17,61842,"Amazon Digital Services,  Inc."
297,Sybil,Flora Rheta Schreiber,1973,Literary Fiction,3.99,72493,HarperCollins Publishing
298,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1905,Children's Literature,4.2,199872,Random House LLC
299,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Essays/Journalism,4.15,106351,Macmillan
300,This Present Darkness,Frank E. Peretti,1986,Horror,4.24,71815,"Amazon Digital Services,  Inc."
301,Dune Messiah ,Frank Herbert,1969,Science Fiction,3.86,82580,"Amazon Digital Services,  Inc."
302,Children of Dune,Frank Herbert,1976,Science Fiction,3.9,74133,"Amazon Digital Services,  Inc."
303,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Action,4.23,145267,HarperCollins Publishers
304,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",1986,Action,4.25,135979,"Amazon Digital Services,  Inc."
305,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,2005,Essays/Journalism,4.01,58841,"Amazon Digital Services,  Inc."
306,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Literary Fiction,3.98,131856,"Amazon Digital Services,  Inc."
307,Old Yeller,Fred Gipson,1956,Young Adult,4.06,69815,Macmillan
308,The Day of the Jackal,Frederick Forsyth,1971,Thriller,4.25,85883,"Amazon Digital Services,  Inc."
309,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",1883,Philosophy,4.05,65362,Penguin Group (USA) LLC
310,Crime and Punishment,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864,Literary Fiction,4.17,65900,Random House LLC
311,The Idiot,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Classics,4.18,74642,Penguin Group (USA) LLC
312,Chronicle of a Death Foretold,"Gabriel García Márquez, Gregory Rabassa",1981,Literary Fiction,3.95,56200,Simon and Schuster Digital Sales Inc
313,The Storied Life of A.J. Fikry,Gabrielle Zevin,2014,Literary Fiction,3.98,115393,Random House LLC
314,Sabriel,Garth Nix,1995,Fantasy,4.17,137047,Random House LLC
315,Lirael,Garth Nix,2001,Fantasy,4.29,78903,Penguin Group (USA) LLC
316,Abhorsen,Garth Nix,2003,Fantasy,4.29,80740,"Amazon Digital Services,  Inc."
317,The Phantom of the Opera,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Classics,3.97,141110,"Amazon Digital Services,  Inc."
318,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",1390,Literary Fiction,3.48,148480,"Amazon Digital Services,  Inc."
319,Pygmalion,George Bernard Shaw,1912,Literary Fiction,3.9,70079,"Amazon Digital Services,  Inc."
320,Middlemarch,"George Eliot, Michel Faber",1871,Classics,3.93,95995,"Amazon Digital Services,  Inc."
321, Animal Farm & 1984,"George Orwell, Christopher Hitchens",1950,Dystopian Fiction,4.26,116197,"Amazon Digital Services,  Inc."
322,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,2000,Fantasy,4.56,54977,"Amazon Digital Services,  Inc."
323,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001,Historical Fiction,4,104283,"Amazon Digital Services,  Inc."
324,People of the Book,Geraldine Brooks,2008,Historical Fiction,4,95796,Penguin Group (USA) LLC
325,The Boxcar Children,"Gertrude Chandler Warner, L. Kate Deal",1942,Chidren's Literature,4.09,92916,Simon and Schuster Digital Sales Inc
326,The Rosie Effect,Graeme Simsion,2014,Romance,3.56,27308,Macmillan
327,Shantaram,Gregory David Roberts,2003,Literary Fiction,4.26,95213,"Amazon Digital Services,  Inc."
328,The Happiness Project,Gretchen Rubin,2009,Self-Help and Instruction,3.57,94456,"Amazon Digital Services,  Inc."
329,The Strain,"Guillermo del Toro, Chuck Hogan",2009,Horror,3.77,58631,"Amazon Digital Services,  Inc."
330,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Classics,3.64,158877,"Amazon Digital Services,  Inc."
331,Curious George,H.A. Rey,1941,Children's Literature,4.13,105473,"Amazon Digital Services,  Inc."
332,The Island of Dr. Moreau,H.G. Wells,1896,Science Fiction,3.72,60346,"Amazon Digital Services,  Inc."
333,The Invisible Man,H.G. Wells,1897,Science Fiction,3.62,84778,Macmillan
334,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897,Science Fiction,3.8,159752,"Amazon Digital Services,  Inc."
335,"Attack on Titan, Volume 1","Hajime Isayama, Sheldon Drzka",2010,Action,4.42,82565,"Amazon Digital Services,  Inc."
336,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835,Children's Literature,4.28,90999,"Amazon Digital Services,  Inc."
337,A Little Life,Hanya Yanagihara,2015,Literary Fiction,4.27,66782,"Amazon Digital Services,  Inc."
338,Tell No One,Harlan Coben,2001,Thriller,4.11,78070,"Amazon Digital Services,  Inc."
339,Go Set a Watchman,Harper Lee,2015,Literary Fiction,3.31,138669,"Amazon Digital Services,  Inc."
340,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,1852,Historical Fiction,3.83,137858,HarperCollins Publishers
341,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",1977,Chidren's Literature,4.26,77206,Penguin Group (USA) LLC
342,Pinball,"Haruki Murakami, Alfred Birnbaum",1985,Literary Fiction,4.15,63764,"Amazon Digital Services,  Inc."
343,After Dark,"Haruki Murakami, Jay Rubin",2004,Literary Fiction,3.68,64278,"Amazon Digital Services,  Inc."
344,1Q84,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,Literary Fiction,3.89,125195,"Amazon Digital Services,  Inc."
345,Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel",1999,Literary Fiction,3.82,62229,Penguin Group (USA) LLC
346,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Haruki Murakami, Philip Gabriel",2013,Literary Fiction,3.82,67873,"Amazon Digital Services,  Inc."
347,Bridget Jones: The Edge of Reason,Helen Fielding,1999,Romance,3.53,73093,"Amazon Digital Services,  Inc."
348,The Story of My Life,Helen Keller,1902,Biography/Autobiography/Memoir,4.07,107313,"Amazon Digital Services,  Inc."
349,Major Pettigrew's Last Stand,Helen Simonson,2010,Literary Fiction,3.87,97745,Simon and Schuster Digital Sales Inc
350,The Golem and the Jinni,Helene Wecker,2013,Fantasy,4.1,59650,"Amazon Digital Services,  Inc."
351,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",1879,Classics,3.69,69450,Hachette Book Group
352,Walden; or Life in the Woods,Henry David Thoreau,1854,Essays/Journalism,3.79,108062,Random House LLC
353,Het diner,"Herman Koch, Sam Garrett",2009,Thriller,3.22,74979,"Amazon Digital Services,  Inc."
354,Steppenwolf,"Hermann Hesse, Basil Creighton",1927,Literary Fiction,4.11,80769,"Amazon Digital Services,  Inc."
355,Wolf Hall,Hilary Mantel,2009,Historical Fiction,3.85,102936,Penguin Group (USA) LLC
356,Fairy Tail 1,"Hiro Mashima, William Flanagan",2006,Fantasy,4.4,65477,"Amazon Digital Services,  Inc."
357,"Fullmetal Alchemist, Volume 1","Hiromu Arakawa, Akira Watanabe",2002,Fantasy,4.49,93990,"Amazon Digital Services,  Inc."
358,A People's History of the United States: 1492 to Present ,Howard Zinn,1980,Essays/Journalism,4.07,137372,"Amazon Digital Services,  Inc."
359,Wool Omnibus,Hugh Howey,2012,Science Fiction,4.24,81982,Penguin Group (USA) LLC
360,My Life Next Door ,Huntley Fitzpatrick,2012,Romance,4.02,102012,Simon and Schuster Digital Sales Inc
361,Rosemary's Baby,Ira Levin,1967,Horror,3.96,78766,"Amazon Digital Services,  Inc."
362,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931,Self-Help and Instruction,4.14,102348,Hachette Book Group
363,Trainspotting,"Irvine Welsh, Eric Lindor Fall",1993,Literary Fiction,4.07,59453,Random House LLC
364,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,1958,Biography/Autobiography/Memoir,4.09,61256,"Amazon Digital Services,  Inc."
365,Foundation and Empire,Isaac Asimov,1952,Science Fiction,4.2,105595,"Amazon Digital Services,  Inc."
366,Second Foundation,Isaac Asimov,1953,Science Fiction,4.23,96865,HarperCollins Publishers
367,The Foundation Trilogy,Isaac Asimov,1953,Science Fiction,4.39,72311,HarperCollins Publishers
368,Warm Bodies,Isaac Marion,2010,Horror,3.93,66381,"Amazon Digital Services,  Inc."
369,The House of the Spirits,"Isabel Allende, Magda Bogin",1982,Literary Fiction,4.2,119930,Simon and Schuster Digital Sales Inc
370,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",1998,Historical Fiction,3.89,89770,"Amazon Digital Services,  Inc."
371,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,2007,Biography/Autobiography/Memoir,4.14,116260,"Amazon Digital Services,  Inc."
372,Wait for You,"J. Lynn, Jennifer L. Armentrout",2013,Romance,4.19,106236,"Amazon Digital Services,  Inc."
373,The Edge of Never,J.A. Redmerski,2012,Romance,4.26,117508,Simon and Schuster Digital Sales Inc
374,Naked in Death,J.D. Robb,1995,Crime,4.13,78028,HarperCollins Publishers
375,Nine Stories,J.D. Salinger,1953,Literary Fiction,4.19,105138,"Amazon Digital Services,  Inc."
376,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,2016,Biography/Autobiography/Memoir,3.99,80737,"Amazon Digital Services,  Inc."
377,Disgrace,J.M. Coetzee,1999,Literary Fiction,3.83,50422,Random House LLC
378,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,2006,Fantasy,4.45,134249,Simon and Schuster Digital Sales Inc
379,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,2006,Romance,4.35,137558,Random House LLC
380,Lover Revealed,J.R. Ward,2007,Romance,4.3,97830,"Amazon Digital Services,  Inc."
381,Lover Unbound,J.R. Ward,2007,Romance,4.33,97514,"Amazon Digital Services,  Inc."
382,"Lover Enshrined, part one",J.R. Ward,2008,Romance,4.12,87432,Random House LLC
383,"Lover Enshrined, part two",J.R. Ward,2009,Fantasy,4.38,84650,Macmillan
384,"Lover Avenged, part one",J.R. Ward,2010,Fantasy,4.41,82824,"Amazon Digital Services,  Inc."
385,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,1973,Fantasy,4.59,90907,"Amazon Digital Services,  Inc."
386,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,Fantasy,3.87,134106,Random House LLC
387,The Dharma Bums,Jack Kerouac,1958,Literary Fiction,3.94,62454,"Amazon Digital Services,  Inc."
388,White Fang,Jack London,1906,Adventure,3.94,100223,Random House LLC
389,Brothers Grimm: Children's and Household Tales,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,Children's Literature,4.31,116324,"Amazon Digital Services,  Inc."
390,The Deep End of the Ocean,Jacquelyn Mitchard,1996,Literary Fiction,3.84,102733,"Amazon Digital Services,  Inc."
391,Hawaii,James A. Michener,1959,Historical Fiction,4.18,59963,"Amazon Digital Services,  Inc."
392,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,2001,Business/Leadership,4.04,85277,"Amazon Digital Services,  Inc."
393,"Sh?gun""",James Clavell,1975,Historical Fiction,4.37,104339,Hachette Book Group
394,The Kill Order,James Dashner,2012,Science Fiction,3.69,96568,Random House LLC
395,The Black Dahlia,James Ellroy,1987,Crime,3.75,61412,Random House LLC
396,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,1826,Historical Fiction,3.69,67632,"Amazon Digital Services,  Inc."
397,All Creatures Great And Small,James Herriot,1972,Historical Fiction,4.31,64779,"Amazon Digital Services,  Inc."
398,Ulysses,James Joyce,1922,Literary Fiction,3.74,76791,"Amazon Digital Services,  Inc."
399,Dubliners,"James Joyce, Jeri Johnson",1914,Literary Fiction,3.85,73140,Random House LLC
400,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",1916,Classics,3.6,92569,Random House LLC
401,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1996,Biography/Autobiography/Memoir,4.06,80906,"Amazon Digital Services,  Inc."
402,Suzanne's Diary for Nicholas,James Patterson,2001,Romance,4.16,121398,Random House LLC
403,Sam's Letters To Jennifer,James Patterson,2001,Romance,4.15,77538,Hachette Book Group
404,The Angel Experiment,James Patterson,2005,Science Fiction,4.08,172302,"Amazon Digital Services,  Inc."
405,School's Out Forever,James Patterson,2006,Young Adult,4.16,90157,"Amazon Digital Services,  Inc."
406,Saving The World and Other Extreme Sports,James Patterson,2006,Adventure,4.16,75436,Hachette Book Group
407,2nd Chance,"James Patterson, Andrew Gross",2002,Thriller,4.01,68834,HarperCollins Publishers
408,The Beach House,"James Patterson, Peter de Jonge",2002,Romance,3.82,68676,"Amazon Digital Services,  Inc."
409,The Celestine Prophecy,James Redfield,1993,Spirituality,3.6,72675,Penguin Group (USA) LLC
410,Leviathan Wakes,James S.A. Corey,2011,Science Fiction,4.2,68416,HarperCollins Publishers
411,Walking Disaster,Jamie McGuire,2013,Romance,4.23,134022,"Amazon Digital Services,  Inc."
412,I'll Give You the Sun,Jandy Nelson,2014,Young Adult,4.14,140937,Simon and Schuster Digital Sales Inc
413,Mr Maybe,Jane Green,1999,Romance,3.41,78132,"Amazon Digital Services,  Inc."
414,Jemima J,Jane Green,2001,Romance,3.62,101436,"Amazon Digital Services,  Inc."
415,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,Literary Fiction,3.78,61347,"Amazon Digital Services,  Inc."
416,Stellaluna,Janell Cannon,1993,Children's Literature,4.22,87423,"Amazon Digital Services,  Inc."
417,Two for the Dough,Janet Evanovich,1996,Crime,4.11,116171,"Amazon Digital Services,  Inc."
418,Three to Get Deadly,Janet Evanovich,1997,Crime,4.14,113400,Hachette Book Group
419,Four to Score ,Janet Evanovich,1998,Crime,4.17,106871,"Amazon Digital Services,  Inc."
420,High Five,Janet Evanovich,1999,Crime,4.17,92737,"Amazon Digital Services,  Inc."
421,Hot Six,Janet Evanovich,2000,Thriller,4.18,99329,"Amazon Digital Services,  Inc."
422,Seven Up,Janet Evanovich,2001,Crime,4.15,94506,HarperCollins Publishers
423,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,2002,Mystery,4.34,63691,HarperCollins Publishers
424,To the Nines,Janet Evanovich,2003,Crime,4.16,86963,Penguin Group (USA) LLC
425,Eleven on Top,Janet Evanovich,2005,Mystery,4.15,84363,Penguin Group (USA) LLC
426,Hard Eight,"Janet Evanovich, Lorelei King",2002,Crime,4.17,93057,Random House LLC
427,Rework,"Jason Fried, David Heinemeier Hansson",2010,Business/Leadership,3.93,88626,Simon and Schuster Digital Sales Inc
428,The Eyre Affair,Jasper Fforde,2001,Fantasy,3.92,85683,"Amazon Digital Services,  Inc."
429,The Amityville Horror,Jay Anson,1977,Horror,3.82,80959,Hachette Book Group
430,A Stolen Life,Jaycee Dugard,2011,Biography/Autobiography/Memoir,3.89,72713,"Amazon Digital Services,  Inc."
431,Halfway to the Grave,Jeaniene Frost,2007,Fantasy,4.18,106608,"Amazon Digital Services,  Inc."
432,Half Broke Horses: A True Life Novel,Jeannette Walls,2008,Historical Fiction,4.05,110597,Penguin Group (USA) LLC
433,Rodrick Rules,Jeff Kinney,2008,Children's Literature,4.1,91831,"Amazon Digital Services,  Inc."
434,The Last Straw,Jeff Kinney,2009,Children's Literature,4.11,82518,"Amazon Digital Services,  Inc."
435,Dog Days,Jeff Kinney,2009,Children's Literature,4.14,78592,"Amazon Digital Services,  Inc."
436,The Ugly Truth,Jeff Kinney,2010,Children's Literature,4.16,68701,"Amazon Digital Services,  Inc."
437,Cabin Fever,Jeff Kinney,2010,Horror,4.21,63347,Penguin Group (USA) LLC
438,Out from Boneville,"Jeff Smith, Steve Hamaker",1993,Fantasy,4.16,62330,"Amazon Digital Services,  Inc."
439,The Bone Collector,Jeffery Deaver,1997,Thriller,4.18,120541,Random House LLC
440,Kane and Abel,Jeffrey Archer,1979,Thriller,4.27,74052,"Amazon Digital Services,  Inc."
441,The Virgin Suicides,Jeffrey Eugenides,1993,Literary Fiction,3.83,159249,Penguin Group (USA) LLC
442,The Marriage Plot,Jeffrey Eugenides,2011,Literary Fiction,3.42,90551,Random House LLC
443,Those Who Save Us,Jenna Blum,2004,Historical Fiction,4.12,68480,"Amazon Digital Services,  Inc."
444,Bet Me,Jennifer Crusie,2004,Romance,3.95,70737,Random House LLC
445,The Statistical Probability of Love at First Sight,Jennifer E. Smith,2012,Romance,3.8,89356,"Amazon Digital Services,  Inc."
446,A Visit From the Goon Squad,Jennifer Egan,2010,Literary Fiction,3.64,120126,Macmillan
447,Obsidian,Jennifer L. Armentrout,2011,Fantasy,4.23,164832,Penguin Group (USA) LLC
448,Onyx,Jennifer L. Armentrout,2012,Young Adult,4.33,111448,Random House LLC
449,Opal,Jennifer L. Armentrout,2012,Young Adult,4.34,92014,"Amazon Digital Services,  Inc."
450,All the Bright Places,Jennifer Niven,2015,Young Adult,4.19,132087,HarperCollins Publishers
451,The Marriage Bargain,Jennifer Probst,2012,Romance,3.81,91630,Random House LLC
452,Little Earthquakes,Jennifer Weiner,2004,Literary Fiction,3.76,77592,Random House LLC
453,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,2012,Biography/Autobiography/Memoir,3.9,118475,"Amazon Digital Services,  Inc."
454,The Summer I Turned Pretty,Jenny Han,2009,Romance,3.96,104730,"Amazon Digital Services,  Inc."
455,It's Not Summer Without You,Jenny Han,2010,Romance,4.14,80367,"Amazon Digital Services,  Inc."
456,To All the Boys I've Loved Before,Jenny Han,2014,Young Adult,4.11,136938,"Amazon Digital Services,  Inc."
457,Maniac Magee,Jerry Spinelli,1990,Young Adult,3.86,99831,"Amazon Digital Services,  Inc."
458,Beautiful Ruins,Jess Walter,2012,Literary Fiction,3.67,116053,Random House LLC
459,Me and Earl and the Dying Girl,Jesse Andrews,2012,Young Adult,3.58,82270,Random House LLC
460,Luckiest Girl Alive,Jessica Knoll,2015,Thriller,3.48,82504,Simon and Schuster Digital Sales Inc
461,The Coincidence of Callie & Kayden,Jessica Sorensen,2012,Romance,4.21,97615,"Amazon Digital Services,  Inc."
462,The Miniaturist,Jessie Burton,2014,Historical Fiction,3.58,56344,HarperCollins Publishers
463,Interpreter of Maladies,Jhumpa Lahiri,1999,Literary Fiction,4.12,110651,Penguin Group (USA) LLC
464,Unaccustomed Earth,Jhumpa Lahiri,2008,Literary Fiction,4.11,60126,"Amazon Digital Services,  Inc."
465,The Lowland,Jhumpa Lahiri,2013,Literary Fiction,3.82,62231,"Amazon Digital Services,  Inc."
466,Fool Moon ,Jim Butcher,2001,Fantasy,4.04,111371,Macmillan
467,Grave Peril,Jim Butcher,2001,Fantasy,4.18,97736,"Amazon Digital Services,  Inc."
468,Summer Knight,Jim Butcher,2002,Fantasy,4.3,91012,"Amazon Digital Services,  Inc."
469,Death Masks,Jim Butcher,2003,Fantasy,4.32,83664,"Amazon Digital Services,  Inc."
470,Blood Rites,Jim Butcher,2004,,4.33,79627,"Amazon Digital Services,  Inc."
471,Furies of Calderon ,Jim Butcher,2004,Fantasy,4.12,70269,"Amazon Digital Services,  Inc."
472,Dead Beat,Jim Butcher,2005,Fantasy,4.43,78123,"Amazon Digital Services,  Inc."
473,Proven Guilty,Jim Butcher,2006,Fantasy,4.41,75133,Simon and Schuster Digital Sales Inc
474,White Night,Jim Butcher,2007,Fantasy,4.41,73534,"Amazon Digital Services,  Inc."
475,Small Favor,Jim Butcher,2008,Fantasy,4.43,70029,Random House LLC
476,One Thousand White Women: The Journals of May Dodd,Jim Fergus,1998,Historical Fiction,3.88,84367,"Amazon Digital Services,  Inc."
477,The Year of Magical Thinking,Joan Didion,2005,Biography/Autobiography/Memoir,3.86,94590,"Amazon Digital Services,  Inc."
478,Chocolat,Joanne Harris,1998,Romance,3.95,84770,"Amazon Digital Services,  Inc."
479,This Man,Jodi Ellen Malpas,2012,Romance,4.13,79461,"Amazon Digital Services,  Inc."
480,Keeping Faith,Jodi Picoult,1999,Romance,3.79,62405,"Amazon Digital Services,  Inc."
481,Plain Truth,Jodi Picoult,2000,Mystery,3.97,128406,"Amazon Digital Services,  Inc."
482,Vanishing Acts,Jodi Picoult,2005,Mystery,3.68,79662,Random House LLC
483,The Tenth Circle,Jodi Picoult,2006,Horror,3.48,99170,"Amazon Digital Services,  Inc."
484,Change of Heart,Jodi Picoult,2008,Romance,3.91,86471,Simon and Schuster Digital Sales Inc
485,Handle with Care,Jodi Picoult,2009,Romance,3.96,90138,HarperCollins Publishers
486,House Rules,Jodi Picoult,2010,Literary Fiction,4.01,111239,HarperCollins Publishers
487,Sing You Home,Jodi Picoult,2011,Romance,3.76,62494,"Amazon Digital Services,  Inc."
488,The Storyteller,Jodi Picoult,2013,Literary Fiction,4.26,109313,"Amazon Digital Services,  Inc."
489,Leaving Time,Jodi Picoult,2014,Mystery,3.94,76553,"Amazon Digital Services,  Inc."
